timestamp_ms,elapsed_s,d_obj_mm,v_raw_mmps,v_avg_mmps,m_buffer_mm,threshold_T_mm,alert_triggered,alert_text,latency_hw_ms,latency_net_ms,latency_algo_ms,latency_tts_ms,latency_bt_ms,latency_total_ms,packet_loss_frame,packet_loss_cumulative,is_head_rotating
1700000002533,2.53,4472,0.0,425.94,206.95,1606,0,,17,53,2,0,2,74,0,10,0
1700000002600,2.6,4560,0.0,362.05,85.25,1605,0,,11,48,2,0,2,63,0,10,0
1700000002666,2.67,4494,1169.87,483.23,72.46,1837,0,,27,16,5,0,3,51,0,11,1
1700000002733,2.73,4404,0.0,410.74,199.56,1585,0,,33,22,4,0,1,60,0,12,0
1700000002800,2.8,4529,0.0,349.13,48.0,1616,0,,37,17,2,0,2,58,0,12,0
1700000002866,2.87,4473,974.89,442.99,40.8,1794,0,,32,61,3,0,3,99,0,12,0
1700000002933,2.93,4399,0.0,376.55,182.95,1537,0,,17,32,5,0,3,57,0,12,0
1700000003000,3.0,4522,0.0,320.06,155.51,1458,0,,36,58,5,0,4,103,1,14,0
1700000003067,3.07,4474,0.0,272.05,8.3,1511,0,,42,57,5,0,1,105,0,14,0
1700000003133,3.13,4577,554.94,314.49,115.15,1487,0,,40,12,5,0,1,58,0,14,0
1700000003200,3.2,4400,547.44,349.43,15.96,1648,0,,2,53,2,0,1,58,0,15,0
1700000003267,3.27,4504,45.0,303.76,135.77,1447,0,,16,33,3,0,2,54,1,15,0
1700000003333,3.33,4394,0.0,258.2,125.45,1370,0,,44,72,4,0,2,122,0,15,0
1700000003400,3.4,4613,0.0,219.47,52.4,1369,0,,35,61,5,0,4,105,0,15,0
1700000003467,3.47,4523,712.42,293.41,511.6,1054,0,,34,57,6,0,2,99,0,15,0
1700000003533,3.53,4518,2092.27,563.24,367.9,1705,0,,13,37,3,0,4,57,0,15,0
1700000003600,3.6,4244,412.45,540.62,154.34,1863,0,,35,66,5,0,2,108,0,15,0
1700000003667,3.67,4463,0.0,459.53,223.27,1653,0,,40,66,3,0,2,111,0,15,0
1700000003733,3.73,4451,0.0,390.6,189.78,1557,0,,37,17,4,0,1,59,0,15,0
1700000003800,3.8,4546,0.0,332.01,27.39,1604,0,,10,28,2,0,1,41,0,15,0
1700000003867,3.87,4506,599.93,372.2,11.88,1693,0,,37,70,5,0,4,116,0,16,0
1700000003933,3.93,4466,157.48,339.99,26.84,1620,0,,40,40,6,0,3,89,0,16,0
1700000004000,4.0,4485,674.93,390.23,12.34,1726,0,,39,12,6,0,4,61,1,16,0
1700000004067,4.07,4376,0.0,331.7,161.16,1474,0,,26,57,4,0,1,88,0,16,0
1700000004133,4.13,4495,0.0,281.94,136.98,1404,0,,33,73,4,0,2,112,0,16,0
1700000004200,4.2,4475,0.0,239.65,99.7,1361,0,,24,35,6,0,3,68,1,16,0
1700000004267,4.27,4518,74.99,214.95,84.74,1328,0,,9,63,6,0,2,80,0,16,0
1700000004333,4.33,4465,0.0,182.71,88.77,1263,0,,38,52,2,0,4,96,0,16,0
1700000004400,4.4,4567,0.0,155.3,160.59,1139,0,,37,70,3,0,2,112,0,18,0
1700000004467,4.47,4576,1057.38,290.61,305.58,1254,0,,27,16,5,0,4,52,0,18,0
1700000004533,4.53,4426,757.42,360.63,23.7,1661,0,,2,29,2,0,2,35,0,18,0
1700000004600,4.6,4475,0.0,306.54,148.93,1439,0,,32,41,2,0,3,78,2,18,0
1700000004667,4.67,4576,0.0,260.56,2.31,1495,0,,3,53,6,0,4,66,0,18,0
1700000004733,4.73,4508,577.44,308.09,102.4,1487,0,,19,45,5,0,4,73,0,18,0
1700000004800,4.8,4499,449.95,329.37,8.38,1618,0,,34,39,5,0,2,80,0,19,0
1700000004867,4.87,4448,149.98,302.46,107.56,1472,0,,41,63,4,0,1,109,0,19,0
1700000004933,4.93,4479,0.0,257.09,124.91,1369,0,,43,23,4,0,4,74,0,19,1
1700000005000,5.0,4491,0.0,218.53,14.36,1404,0,,10,28,3,0,2,43,0,19,0
1700000005067,5.07,4524,539.94,266.74,30.62,1480,0,,9,50,2,0,3,64,0,19,0
1700000005133,5.13,4419,82.49,239.1,94.51,1365,0,,12,43,2,0,1,58,0,19,0
1700000005200,5.2,4513,0.0,203.24,18.39,1371,0,,11,44,4,0,4,63,0,19,0
1700000005267,5.27,4555,359.96,226.75,156.8,1280,0,,28,16,3,0,3,50,0,20,0
1700000005333,5.33,4465,772.41,308.6,52.92,1536,0,,33,47,4,0,4,88,1,21,0
1700000005400,5.4,4452,0.0,262.31,127.44,1376,0,,17,37,6,0,4,64,0,21,0
1700000005467,5.47,4553,0.0,222.96,109.3,1319,0,,43,52,5,0,2,102,0,21,0
1700000005533,5.53,4638,974.89,335.75,208.41,1436,0,,34,29,4,0,3,70,0,21,0
1700000005600,5.6,4423,517.44,363.0,40.47,1649,0,,23,28,2,0,2,55,0,21,0
1700000005667,5.67,4569,0.0,308.55,26.03,1562,0,,36,72,3,0,4,115,0,21,0
1700000005733,5.73,4550,554.94,345.51,237.35,1426,0,,31,36,4,0,2,73,0,21,0
1700000005800,5.8,4495,1162.37,468.04,97.96,1786,0,,32,54,2,0,1,89,0,21,0
1700000005867,5.87,4395,89.99,411.33,176.22,1609,0,,8,28,6,0,3,45,1,21,0
1700000005933,5.93,4483,0.0,349.63,138.06,1531,0,,15,49,2,0,3,69,0,22,0
1700000006000,6.0,4509,142.48,318.56,117.35,1492,0,,3,36,5,0,4,48,0,22,0
1700000006067,6.07,4464,0.0,270.78,131.56,1388,0,,3,30,2,0,1,36,0,22,0
1700000006134,6.13,4541,0.0,230.16,58.26,1383,0,,43,35,3,0,2,83,1,22,0
1700000006200,6.2,4560,239.97,231.63,20.79,1423,0,,10,40,4,0,2,56,0,22,0
1700000006267,6.27,4509,314.97,244.13,35.9,1432,0,,9,18,6,0,1,34,0,22,0
1700000006334,6.33,4518,0.0,207.51,100.82,1298,0,,23,58,3,0,1,85,0,22,0
1700000006400,6.4,4574,0.0,176.39,80.03,1259,0,,38,44,4,0,3,89,0,22,0
1700000006467,6.47,4587,742.42,261.29,116.58,1385,0,,40,49,4,0,3,96,1,22,0
1700000006534,6.53,4475,217.48,254.72,51.58,1436,0,,27,23,5,0,4,59,0,22,0
1700000006600,6.6,4558,67.49,226.63,66.65,1368,0,,28,60,3,0,1,92,1,22,0
1700000006667,6.67,4466,712.42,299.5,110.22,1464,0,,21,23,5,0,3,52,1,22,0
1700000006734,6.73,4463,307.47,300.7,58.65,1516,0,,44,34,6,0,2,86,0,23,0
1700000006800,6.8,4425,30.0,260.09,118.49,1381,0,,30,30,5,0,1,66,0,23,0
1700000006867,6.87,4459,0.0,221.08,18.69,1405,0,,34,73,5,0,3,115,0,23,0
1700000006934,6.93,4455,397.46,247.53,15.88,1458,0,,40,61,3,0,1,105,0,23,0
1700000007000,7.0,4406,0.0,210.4,102.23,1302,0,,20,64,3,0,3,90,0,23,0
1700000007067,7.07,4579,0.0,178.84,172.59,1172,0,,18,22,2,0,1,43,1,25,0
1700000007134,7.13,4638,1162.37,326.37,511.64,1118,0,,32,45,3,0,2,82,0,25,0
1700000007200,7.2,4424,1634.82,522.64,175.42,1812,0,,39,19,3,0,4,65,0,25,0
1700000007267,7.27,4420,0.0,444.24,204.12,1643,0,,15,64,4,0,4,87,0,25,0
1700000007334,7.33,4470,52.49,385.48,158.44,1578,0,,18,48,5,0,4,75,0,25,0
1700000007400,7.4,4413,67.49,337.78,146.39,1500,0,,14,46,6,0,2,68,0,25,0
1700000007467,7.47,4461,0.0,287.12,139.5,1412,0,,2,48,2,0,1,53,0,25,0
1700000007534,7.53,4499,0.0,244.05,118.57,1350,0,,27,14,6,0,2,49,1,25,0
1700000007600,7.6,4554,0.0,207.44,100.79,1298,0,,31,55,2,0,2,90,0,26,0
1700000007667,7.67,4580,0.0,176.32,70.6,1268,0,,27,13,4,0,2,46,0,26,0
1700000007734,7.73,4594,67.49,160.0,58.85,1249,0,,30,69,4,0,3,106,2,26,0
1700000007800,7.8,4571,532.44,215.87,108.61,1306,0,,33,37,3,0,4,77,0,26,1
1700000007867,7.87,4523,329.96,232.98,26.54,1420,0,,36,13,6,0,3,58,0,26,0
1700000007934,7.93,4527,0.0,198.03,96.22,1285,0,,8,20,3,0,4,35,0,26,0
1700000008000,8.0,4547,0.0,168.33,81.78,1242,0,,28,60,6,0,4,98,0,26,0
1700000008067,8.07,4581,0.0,143.08,208.38,1067,0,,15,31,5,0,4,55,0,26,0
1700000008134,8.13,4597,1244.86,308.35,476.77,1118,0,,16,70,3,0,1,90,1,26,0
1700000008200,8.2,4415,1342.35,463.45,127.37,1750,0,,5,65,4,0,2,76,0,26,0
1700000008267,8.27,4418,0.0,393.93,191.39,1562,0,,13,62,4,0,3,82,0,26,0
1700000008334,8.33,4571,0.0,334.84,162.68,1479,0,,7,25,5,0,4,41,0,26,0
1700000008400,8.4,4645,0.0,284.61,21.1,1522,0,,5,28,6,0,1,40,0,26,0
1700000008467,8.47,4626,524.94,320.66,59.07,1553,0,,21,35,6,0,4,66,1,26,0
1700000008534,8.53,4575,344.96,324.31,66.97,1552,0,,18,70,3,0,1,92,0,27,0
1700000008600,8.6,4580,0.0,275.66,87.04,1441,0,,9,71,4,0,1,85,0,27,0
1700000008667,8.67,4637,989.89,382.8,305.0,1430,0,,36,37,5,0,3,81,0,27,0
1700000008734,8.73,4448,1034.88,480.61,38.28,1864,0,,22,70,5,0,4,101,2,27,0
1700000008800,8.8,4499,0.0,408.52,113.1,1664,0,,11,65,3,0,1,80,0,28,0
1700000008867,8.87,4631,382.46,404.61,138.23,1633,0,,17,50,6,0,2,75,0,28,0
1700000008934,8.93,4448,1049.88,501.4,77.32,1865,0,,21,57,4,0,4,86,0,28,0
1700000009001,9.0,4491,202.48,456.56,168.65,1699,0,,22,50,6,0,2,80,1,28,0
1700000009067,9.07,4421,0.0,388.08,188.55,1554,0,,43,21,6,0,4,74,0,30,0
1700000009134,9.13,4508,0.0,329.87,160.27,1472,0,,10,37,3,0,4,54,0,30,0
1700000009201,9.2,4449,0.0,280.39,136.23,1402,0,,16,69,2,0,3,90,0,30,0
1700000009267,9.27,4623,0.0,238.33,167.12,1291,0,,10,16,5,0,1,32,0,30,1
1700000009334,9.33,4627,1267.36,392.68,463.47,1293,0,,40,60,2,0,1,103,0,31,0
1700000009401,9.4,4454,1439.84,549.76,111.04,1919,1,Arah 10,14,12,2,0,1,29,0,31,0
1700000009467,9.47,4435,0.0,467.29,111.53,1772,1,Arah 10,3,41,2,0,1,47,0,31,0
1700000009534,9.53,4557,517.44,474.82,50.84,1842,1,Arah 10,17,46,6,0,1,70,0,31,1
1700000009601,9.6,4366,652.43,501.46,72.29,1869,1,Arah 10,12,56,3,0,3,74,0,31,0
1700000009667,9.67,4470,0.0,426.24,207.09,1607,1,Arah 10,3,50,2,0,1,56,0,31,0
1700000009734,9.73,4442,0.0,362.3,176.03,1517,1,Arah 10,20,23,5,0,2,50,0,33,0
1700000009801,9.8,4524,0.0,307.96,149.62,1441,1,Arah 10,29,49,4,0,3,85,1,33,0
1700000009867,9.87,4583,0.0,261.76,160.76,1342,1,Arah 10,10,59,4,0,2,75,0,33,0
1700000009934,9.93,4542,1289.86,415.98,247.13,1549,1,Arah 10,33,15,2,0,3,53,0,33,0
1700000010001,10.0,4411,494.94,427.82,77.88,1732,1,Arah 10,2,30,6,0,1,39,0,33,0
1700000010067,10.07,4476,0.0,363.65,176.68,1519,1,Arah 10,7,57,5,0,3,72,1,33,0
1700000010134,10.13,4616,0.0,309.1,326.92,1268,1,Arah 10,22,71,3,0,4,100,1,33,0
1700000010201,10.2,4711,2137.26,583.33,731.55,1392,1,Arah 10,36,61,4,0,3,104,0,33,0
1700000010267,10.27,4331,2032.27,800.67,144.72,2306,1,Arah 10,10,68,4,0,4,86,1,33,0
1700000010334,10.33,4440,0.0,680.57,92.94,2157,1,Arah 10,13,36,4,0,4,57,0,33,0
1700000010401,10.4,4495,1064.88,738.22,79.0,2262,1,Arah 10,27,34,3,0,2,66,0,33,0
1700000010467,10.47,4298,0.0,627.48,304.87,1879,1,Arah 10,39,69,6,0,3,117,0,33,0
1700000010534,10.53,4522,0.0,533.36,129.24,1874,1,Arah 10,20,23,4,0,4,51,0,33,0
1700000010601,10.6,4365,1739.81,714.33,109.86,2198,1,Arah 10,29,54,6,0,4,93,0,33,0
1700000010667,10.67,4290,0.0,607.18,295.0,1852,1,Arah 10,32,15,3,0,4,54,1,33,0
1700000010734,10.73,4494,0.0,516.1,48.19,1917,1,Arah 10,40,47,2,0,2,91,1,34,0
1700000010801,10.8,4430,907.4,574.8,40.96,2025,1,Arah 10,11,46,3,0,2,62,0,34,0
1700000010867,10.87,4373,0.0,488.58,237.38,1692,1,Arah 10,27,59,5,0,4,95,0,34,0
1700000010934,10.93,4480,0.0,415.29,201.77,1591,1,Arah 10,43,56,5,0,4,108,0,34,0
1700000011001,11.0,4480,0.0,353.0,116.26,1558,1,Arah 10,21,68,2,0,1,92,2,34,0
1700000011067,11.07,4520,247.47,337.17,63.67,1579,1,Arah 10,41,44,5,0,2,92,0,34,0
1700000011134,11.13,4447,157.48,310.22,109.36,1485,1,Arah 10,44,63,2,0,3,112,0,34,0
1700000011201,11.2,4499,0.0,263.68,86.17,1419,1,Arah 10,42,20,4,0,2,68,1,34,0
1700000011267,11.27,4459,959.89,368.11,336.07,1372,1,Arah 10,29,41,6,0,3,79,0,35,0
1700000011334,11.33,4371,1177.37,489.5,71.38,1849,1,Arah 10,20,44,3,0,2,69,1,35,0
1700000011401,11.4,4302,0.0,416.08,202.15,1592,1,Arah 10,24,39,6,0,1,70,0,35,0
1700000011467,11.47,4418,0.0,353.67,171.83,1505,1,Arah 10,29,64,2,0,3,98,0,35,0
1700000011534,11.53,4387,0.0,300.62,146.06,1431,1,Arah 10,9,70,5,0,3,87,0,35,0
1700000011601,11.6,4624,0.0,255.52,332.87,1160,1,Arah 10,35,42,4,0,3,84,0,35,1
1700000011667,11.67,4543,2047.27,524.29,500.56,1506,1,Arah 10,9,53,3,0,3,68,0,35,0
1700000011734,11.73,4351,974.89,591.88,31.54,2062,1,Arah 10,44,14,2,0,1,61,1,35,0
1700000011801,11.8,4413,0.0,503.1,244.43,1712,1,Arah 10,9,12,6,0,1,28,0,35,0
1700000011867,11.87,4439,0.0,427.63,72.17,1737,0,,17,23,2,0,3,45,0,36,0
1700000011934,11.93,4515,607.43,454.6,31.21,1824,0,,12,41,3,0,1,57,0,37,0
1700000012001,12.0,4358,134.99,406.66,194.45,1582,0,,24,38,5,0,2,69,0,37,0
1700000012068,12.07,4497,1597.32,585.26,448.19,1669,0,,21,25,5,0,2,53,1,37,0
1700000012134,12.13,4145,1402.34,707.82,24.39,2258,0,,26,60,3,0,3,92,0,38,0
1700000012201,12.2,4310,0.0,601.65,193.55,1935,0,,41,44,2,0,3,90,0,38,0
1700000012268,12.27,4435,442.45,577.77,58.13,2015,0,,38,54,2,0,1,95,0,38,1
1700000012334,12.33,4251,997.39,640.71,49.35,2128,0,,29,14,3,0,3,49,0,38,0
1700000012401,12.4,4302,0.0,544.6,264.6,1768,0,,35,14,4,0,3,56,0,39,0
1700000012468,12.47,4409,0.0,462.91,30.72,1839,0,,29,23,4,0,3,59,0,39,0
1700000012534,12.53,4320,869.9,523.96,26.11,1951,0,,39,58,3,0,3,103,0,39,1
1700000012601,12.6,4293,0.0,445.37,216.39,1633,0,,26,32,4,0,1,63,0,40,0
1700000012668,12.67,4438,0.0,378.56,40.4,1678,0,,43,53,3,0,1,100,0,40,0
1700000012734,12.73,4320,1004.89,472.51,191.7,1706,0,,39,68,3,0,1,111,0,40,0
1700000012801,12.8,4304,704.92,507.37,61.38,1890,0,,18,12,4,0,2,36,0,40,0
1700000012868,12.87,4226,0.0,431.27,209.53,1614,0,,34,43,3,0,4,84,1,41,0
1700000012934,12.93,4415,0.0,366.58,55.9,1641,0,,9,36,4,0,2,51,0,41,0
1700000013001,13.0,4341,547.44,393.71,47.51,1699,0,,20,73,3,0,3,99,0,41,0
1700000013068,13.07,4342,0.0,334.65,162.59,1479,0,,18,43,3,0,4,68,1,42,0
1700000013134,13.13,4521,0.0,284.45,64.36,1480,0,,11,54,5,0,2,72,1,43,0
1700000013201,13.2,4484,907.4,377.89,357.71,1369,0,,28,63,6,0,3,100,0,43,0
1700000013268,13.27,4400,1357.35,524.81,471.46,1535,0,,26,55,6,0,1,88,0,43,0
1700000013334,13.33,4303,1657.32,694.69,147.96,2133,0,,40,59,4,0,1,104,0,43,0
1700000013401,13.4,4179,224.97,624.23,244.2,1929,0,,4,63,3,0,4,74,1,44,0
1700000013468,13.47,4273,0.0,530.6,257.79,1750,0,,42,24,4,0,4,74,0,44,0
1700000013534,13.53,4333,0.0,451.01,219.12,1641,0,,37,22,2,0,2,63,0,44,0
1700000013601,13.6,4312,0.0,383.36,186.26,1547,0,,28,50,4,0,3,85,0,44,0
1700000013668,13.67,4458,0.0,325.85,49.26,1572,0,,6,35,2,0,1,44,0,44,0
1700000013734,13.73,4317,929.9,416.46,41.87,1745,0,,34,47,5,0,1,87,0,44,0
1700000013801,13.8,4334,0.0,353.99,48.99,1624,0,,9,59,3,0,4,75,0,44,0
1700000013868,13.87,4321,989.89,449.38,41.64,1805,0,,8,73,3,0,1,85,0,44,0
1700000013934,13.93,4202,0.0,381.97,170.52,1560,0,,16,55,2,0,4,77,0,44,0
1700000014001,14.0,4358,67.49,334.8,74.63,1564,0,,36,50,2,0,2,90,0,44,1
1700000014068,14.07,4193,314.97,331.82,78.5,1555,0,,26,59,5,0,1,91,0,44,0
1700000014134,14.13,4316,0.0,282.05,1.91,1536,0,,13,36,5,0,2,56,1,44,0
1700000014201,14.2,4328,622.43,333.11,205.86,1433,0,,13,45,5,0,3,66,0,44,0
1700000014268,14.27,4233,914.9,420.38,36.03,1758,0,,10,29,4,0,1,44,0,44,0
1700000014334,14.33,4206,0.0,357.32,173.61,1510,0,,42,65,3,0,2,112,1,44,0
1700000014401,14.4,4301,0.0,303.72,132.5,1450,0,,9,65,5,0,4,83,0,44,1
1700000014468,14.47,4334,67.49,268.29,45.66,1468,0,,26,12,4,0,4,46,1,44,0
1700000014534,14.53,4292,299.97,273.04,53.88,1469,0,,6,67,2,0,3,78,0,44,0
1700000014601,14.6,4294,0.0,232.08,74.26,1371,0,,37,26,3,0,3,69,0,44,0
1700000014668,14.67,4297,172.48,223.14,63.12,1365,0,,7,62,6,0,3,78,0,44,0
1700000014734,14.73,4271,0.0,189.67,92.15,1273,0,,37,65,5,0,1,108,0,44,0
1700000014801,14.8,4374,0.0,161.22,145.99,1164,0,,7,68,6,0,4,85,0,45,0
1700000014868,14.87,4340,1004.89,287.77,124.09,1428,0,,33,44,4,0,3,84,0,45,0
1700000014934,14.93,4240,0.0,244.61,100.43,1369,0,,24,16,4,0,1,45,0,46,0
1700000015001,15.0,4394,82.49,220.29,162.4,1262,0,,37,15,4,0,2,58,0,46,0
1700000015068,15.07,4229,1109.88,353.73,282.0,1398,0,,28,64,5,0,3,100,0,46,0
1700000015135,15.14,4246,727.42,409.78,8.06,1765,0,,26,71,6,0,1,104,0,46,0
1700000015201,15.2,4132,0.0,348.31,169.23,1498,0,,3,44,6,0,3,56,0,46,0
1700000015268,15.27,4334,0.0,296.07,124.0,1444,0,,38,20,5,0,3,66,0,46,0
1700000015335,15.34,4273,1199.87,431.64,192.45,1631,0,,19,15,2,0,1,37,0,46,0
1700000015401,15.4,4174,389.96,425.38,104.26,1703,0,,7,31,4,0,2,44,0,46,0
1700000015468,15.47,4221,0.0,361.58,16.84,1669,0,,43,44,4,0,1,92,0,46,0
1700000015535,15.54,4419,862.4,436.7,297.23,1539,0,,27,59,6,0,1,93,0,46,0
1700000015601,15.6,4106,1267.36,561.3,60.13,1985,0,,18,47,2,0,2,69,0,46,1
1700000015668,15.67,4250,0.0,477.1,54.46,1843,0,,8,43,6,0,3,60,0,48,0
1700000015735,15.74,4111,1282.36,597.89,46.29,2059,0,,39,61,3,0,2,105,0,48,0
1700000015801,15.8,4079,0.0,508.21,246.92,1719,0,,16,18,3,0,1,38,0,48,0
1700000015868,15.87,4280,0.0,431.98,157.98,1664,0,,30,73,6,0,3,112,0,48,0
1700000015935,15.94,4268,232.47,402.05,134.29,1632,0,,34,18,3,0,1,56,2,48,0
1700000016001,16.0,4249,0.0,341.74,166.04,1489,0,,3,15,2,0,2,22,0,48,0
1700000016068,16.07,4298,0.0,290.48,2.19,1552,0,,7,27,2,0,3,39,0,48,0
1700000016135,16.14,4318,622.43,340.27,1.86,1644,0,,38,23,4,0,4,69,0,48,0
1700000016201,16.2,4215,0.0,289.23,90.3,1464,0,,24,15,5,0,4,48,0,49,0
1700000016268,16.27,4335,224.97,279.59,187.74,1350,0,,3,71,4,0,1,79,0,49,0
1700000016335,16.34,4185,1184.87,415.39,271.74,1524,0,,21,53,4,0,2,80,0,50,0
1700000016401,16.4,4177,727.42,462.19,33.52,1835,0,,5,49,4,0,3,61,1,50,0
1700000016468,16.47,4088,0.0,392.86,190.87,1560,0,,16,64,2,0,3,85,0,50,0
1700000016535,16.54,4280,0.0,333.93,28.6,1607,0,,44,27,2,0,1,74,0,50,0
1700000016601,16.6,4183,854.9,412.08,82.9,1699,0,,41,63,2,0,2,108,0,50,0
1700000016668,16.67,4166,262.47,389.64,120.38,1622,0,,21,64,4,0,1,90,0,50,0
1700000016735,16.74,4148,0.0,331.19,95.62,1537,0,,22,40,4,0,1,67,0,50,0
1700000016801,16.8,4201,292.47,325.38,87.8,1534,0,,16,46,4,0,2,68,0,50,0
1700000016868,16.87,4109,757.42,390.19,9.34,1728,0,,16,30,3,0,1,50,0,51,1
1700000016935,16.94,4100,0.0,331.66,161.14,1474,0,,21,67,5,0,4,97,0,52,0
1700000017001,17.0,4211,0.0,281.91,136.97,1404,0,,39,68,2,0,4,113,0,52,0
1700000017068,17.07,4129,0.0,239.62,116.42,1344,0,,23,38,3,0,1,65,0,53,0
1700000017135,17.14,4237,0.0,203.68,32.0,1359,0,,40,19,6,0,1,66,1,53,0
1700000017201,17.2,4276,299.97,218.12,108.4,1311,0,,40,42,6,0,3,91,0,53,0
1700000017268,17.27,4197,607.43,276.52,107.21,1423,0,,24,49,3,0,2,78,0,53,1
1700000017335,17.34,4195,367.46,290.16,44.47,1510,0,,37,39,6,0,2,84,0,53,0
1700000017401,17.4,4148,0.0,246.64,103.09,1371,0,,29,46,5,0,1,81,1,53,0
1700000017468,17.47,4207,74.99,220.89,87.63,1337,0,,35,59,5,0,4,103,0,53,0
1700000017535,17.54,4138,0.0,187.76,91.22,1270,0,,7,31,2,0,4,44,0,53,0
1700000017601,17.6,4253,0.0,159.59,91.54,1216,0,,13,57,2,0,1,73,0,53,1
1700000017668,17.67,4153,757.42,249.27,399.23,1081,0,,6,18,4,0,1,29,1,54,0
1700000017735,17.74,4152,1439.84,427.85,399.61,1423,0,,28,53,5,0,3,89,0,55,0
1700000017801,17.8,3961,1027.39,517.78,18.25,1947,0,,22,61,4,0,4,91,3,55,0
1700000017868,17.87,4015,0.0,440.12,213.83,1626,0,,42,71,6,0,3,122,0,55,0
1700000017935,17.94,4120,0.0,374.1,181.76,1534,0,,3,31,3,0,4,41,0,55,0
1700000018002,18.0,4079,0.0,317.98,154.49,1455,0,,19,36,4,0,3,62,1,55,0
1700000018068,18.07,4253,0.0,270.29,49.48,1468,0,,31,71,6,0,4,112,0,55,0
1700000018135,18.14,4124,809.91,351.23,170.96,1502,0,,22,13,6,0,1,42,1,55,0
1700000018202,18.2,4145,577.44,385.16,24.78,1705,0,,23,50,2,0,3,78,0,55,0
